402.7817672,
404.0808006,
401.7841835,
400.866797,
403.6934352,
403.5655423,
401.4060502,
403.4778818,
402.993193,
403.0820325,
401.8939956,
400.86333,
402.0877525,
401.3888017,
401.9753165,
401.0605716,
403.4933456,
402.9855325,
402.1359129,
400.9391207,
402.6203944,
402.9714983,
404.6250041,
401.4258189,
403.2512988,
401.7937749,
400.7402726,
402.0686692,
400.9009561,
404.748832,
400.2317685,
404.0639474,
402.6231516,
401.3903622,
404.2203257,
401.3809184,
402.3107673,
401.6150015,
402.3669462,
402.61817,
403.2549116,
401.4079154,
403.1096214,
402.5501905,
401.2081841,
404.5808964,
402.1385688,
402.2878549,
401.5851652,
402.0173784,
400.6184904,
401.4947637,
403.6121661,
402.8597155,
403.8603463,
403.3545684,
403.9893025,
402.6157461,
402.2768733,
403.3176609,
403.4670176,
402.8918058,
402.465522,
403.0965756,
401.1015574,
402.3606438,
402.5333923,
402.3405301,
402.6344877,
401.3371403,
404.0955103,
401.3325605,
401.7450513,
402.7503561,
403.4020999,
403.2957082,
402.8111329,
402.1287275,
400.1547592,
402.4920492,
401.4157222,
400.7383691,
403.0164869,
401.3728104,
401.0132861,
403.6213298,
404.1348921,
404.2507025,
403.121684,
403.3836661,
402.4343364,
404.4046359,
404.7976476,
403.0683825,
400.8494361,
403.6674015,
402.0717633,
402.3432389,
404.2072677,
402.8848469,
402.476677,
400.8220597,
402.7297349,
403.6943681,
404.1498403,
403.5386272,
402.3059656,
402.099989,
402.7559497,
403.4056763,
401.7577106,
401.7701976,
402.6892537,
404.6552945,
403.5775542,
401.8061954,
403.347458,
402.5727865,
400.0388507,
403.7080559,
400.0975099,
402.5196905,
404.3635953,
402.2541911,
403.4207562,
402.680425,
401.2009985,
403.1054468,
403.9625634,
402.0043972,
401.2801214,
403.1133255,
401.3202221,
400.2351942,
400.8153514,
401.8798486,
403.46669,
403.1282895,
404.9813038,
401.6912329,
400.1413945,
403.0172336,
404.2684666,
401.7300508,
402.4011666,
402.2252569,
404.456614,
401.1616388,
402.4950351,
402.0001593,
401.5864517,
402.3081507,
402.5671558,
402.770981,
401.4815786,
404.1302266,
402.2005139,
402.1988353,
404.0531806,
404.3152069,
401.9330383,
403.0792837,
400.5564501,
401.8109229,
402.5579649,
402.1163426,
401.2156375,
402.1538575,
402.1131855,
402.3853257,
401.4304657,
400.7916375,
401.1464942,
400.6926718,
404.8607956,
401.5597396,
402.2167619,
402.3065678,
403.1354167,
404.013857,
403.2266592,
402.2922054,
402.2166555,
402.5454008,
404.8969268,
402.2584554,
403.514769,
403.287559,
403.2372962,
401.8225863,
402.6983743,
400.8559557,
403.2191555,
401.2974389,
402.7065629,
401.8092955,
400.2847735,
402.4322965,
401.6716232,
402.0256932,
401.1091077,
401.7761755,
402.1076681,
401.4936307,
402.9929135,
402.4578365,
401.5957536,
404.4018617,
403.3798282,
401.0871999,
402.5813274,
402.8077176,
401.2154354,
401.8165372,
401.3764109,
402.014551,
402.9744704,
403.4004044,
401.554569,
402.406835,
401.8733457,
402.6329095,
402.1901255,
401.0990999,
403.40149,
401.4134549,
401.1073431,
404.9746278,
400.6919882,
404.2753665,
400.7689893,
403.4853414,
401.9584759,
401.8428875,
400.7713289,
401.8032854,
400.1763704,
403.4049742,
401.2315567,
403.0901664,
400.9813786,
402.8255686,
403.005764,
404.6165715,
403.2323869,
401.825021,
402.415422,
400.1944704,
403.2979821,
402.0071855,
404.6118168,
400.1330918,
403.8973034,
402.0558436,
403.1320542,
404.3941959,
404.4307457,
403.4441292,
400.8953047,
402.2673031,
403.9057412,
402.0988952,
402.115379,
