402.7817672,
403.5900202,
404.5001486,
401.7988953,
401.3733864,
404.8141623,
403.7383299,
403.2673915,
402.9590219,
403.01138,
403.3096976,
402.5255053,
400.5532299,
402.9201107,
402.2965845,
401.7983929,
401.3887957,
401.2551966,
400.7886838,
402.5043318,
403.6209976,
402.3583882,
400.3451585,
403.1958998,
401.7500218,
403.2553329,
402.4464586,
403.3071955,
402.0447842,
400.5886336,
401.2979432,
403.1792341,
403.3789416,
404.1340662,
402.6080347,
400.8323502,
402.9577627,
404.3009438,
401.9183521,
404.9398145,
400.0853631,
401.8837208,
402.9504696,
403.3956705,
400.5425908,
402.1591577,
404.595073,
401.3199817,
402.1613628,
404.2915005,
400.1808636,
400.6074038,
403.1282236,
402.9590169,
400.7529174,
402.6556057,
401.6610073,
402.1753161,
403.0557201,
401.5706472,
402.2930448,
403.0882863,
402.9856313,
402.4275339,
401.3081005,
403.2373257,
400.9853721,
402.4966211,
401.5573555,
401.2548536,
401.6863175,
400.6200711,
404.1270329,
401.7378755,
403.6649993,
401.504077,
403.0981793,
403.3014154,
404.4890018,
402.6976449,
403.9019995,
403.6162759,
403.4873505,
403.8749127,
402.5785176,
400.9125683,
403.1306352,
401.6099079,
401.004518,
401.7528478,
401.791695,
401.1553128,
403.2337658,
402.5145589,
402.4897066,
404.0553152,
401.9132334,
400.6510012,
400.3849321,
403.3659956,
402.1827716,
403.0778089,
404.9138661,
403.8889314,
401.6259082,
402.3601932,
401.9104742,
402.7900445,
402.1834359,
402.2139567,
402.5144179,
401.7286926,
402.0037774,
403.6075545,
404.9046166,
402.593788,
401.7161422,
401.840014,
401.5544782,
403.6970731,
402.1568255,
402.8654577,
401.7447351,
403.1775227,
402.106298,
403.0986996,
400.7459733,
401.9363789,
404.0503559,
402.1994525,
400.1284349,
404.053682,
404.3081811,
402.1405673,
402.3347597,
403.2027928,
402.2682977,
402.0880445,
403.4128273,
404.5890592,
401.7171829,
403.2973154,
403.0913153,
403.8603259,
404.284543,
402.2680199,
400.0855448,
400.6155321,
402.7927728,
401.4707289,
401.7468326,
402.3914128,
401.7103366,
402.8589472,
402.8769957,
401.4174769,
404.7345527,
403.023064,
402.4503876,
402.1657561,
400.1143573,
402.1267269,
400.8254815,
402.0783071,
402.6236554,
401.9156376,
402.55793,
401.513088,
403.307626,
402.5666466,
403.4022667,
403.6574345,
403.0823267,
402.3380879,
401.3371919,
400.1495555,
401.8897717,
402.4754023,
401.4231498,
401.5662572,
400.7837163,
402.5556619,
402.1633018,
401.6323635,
400.6651082,
402.5199822,
403.8388079,
404.0681323,
403.0612104,
404.7633772,
403.6658814,
400.8806211,
401.4865567,
401.3592827,
402.3927519,
401.414992,
402.6901121,
400.3040631,
401.6223413,
400.1001049,
402.3885041,
401.4257911,
404.9911995,
403.9233144,
404.7459346,
403.5510909,
404.8805354,
402.2506669,
403.8622253,
404.4521557,
403.1890202,
400.9452326,
400.4883157,
403.8001496,
402.9449954,
401.4119471,
402.8061947,
402.0750416,
404.851064,
402.5555995,
402.8150502,
404.460036,
402.2116027,
400.9870195,
403.1192234,
402.7201715,
401.9297661,
402.3003819,
402.5503836,
401.3014603,
400.485941,
402.4782108,
403.035969,
402.2704823,
402.5855564,
400.9730658,
402.457982,
404.4869259,
402.4315987,
403.4149853,
401.2519904,
402.2036183,
400.7054259,
400.7051778,
401.0460917,
401.1569446,
401.7797925,
404.5666438,
402.8929391,
400.0363405,
404.9086356,
404.2556403,
402.5697061,
403.7761341,
403.5103726,
401.8289692,
400.3267898,
400.1048816,
402.5144308,
401.029506,
404.3709993,
402.5370799,
402.9085695,
403.1706568,
402.3215131,
404.5308021,
402.5151736,
402.5007511,
404.7940326,
402.2290361,
403.5103393,
403.6153102,
401.3251784,
401.874012,
403.5583003,
402.4533921,
403.9604553,
400.7838555,
402.8830958,
402.8464988,
403.4947625,
401.4427761,
401.0169607,
400.7057392,
402.4384523,
402.3338287,
404.5951188,
402.0258843,
401.7992006,
401.3557101,
401.0695864,
403.855427,
402.9385194,
401.9555381,
400.960571,
401.8745569,
400.1268403,
402.4913234,
404.5772708,
403.1252093,
403.3900782,
402.654515,
403.5210214,
400.6291874,
401.5379604,
402.4800204,
402.6311831,
402.1941711,
401.6562393,
401.7700058,
404.9073637,
401.1400131,
402.6723728,
404.0662226,
401.1453185,
403.3331843,
400.708065,
403.0912373,
403.1352867,
403.4398185,
402.8838345,
403.046126,
401.7737725,
403.6455033,
402.5216016,
401.6886252,
403.1495353,
403.1627738,
400.5550228,
403.2887402,
402.0898652,
404.9159164,
404.4463078,
401.1129812,
403.2212834,
403.142205,
403.6525897,
401.8556463,
401.3088475,
400.6815271,
402.1180961,
401.2661919,
400.3385544,
403.4929947,
400.4953754,
402.404096,
401.5945654,
400.0489326,
403.2689448,
401.7612003,
401.9280754,
400.4833595,
402.3870535,
400.3359213,
401.4032761,
403.370065,
401.4947023,
402.3445344,
402.7729744,
402.6873642,
402.0676019,
402.4878552,
404.1118899,
404.2268884,
402.4864942,
402.7908259,
402.7525846,
403.4919338,
400.6755287,
404.194621,
404.0111328,
400.4009756,
402.5586535,
402.032896,
403.7587076,
400.1910944,
404.198776,
402.5332348,
403.3566658,
401.93147,
401.1759683,
403.4661853,
400.3523951,
400.4625391,
403.1516957,
403.0758552,
401.9773928,
402.9461479,
400.059736,
401.0697884,
402.453936,
402.9544122,
402.2576921,
402.7061993,
403.4854495,
404.6274389,
403.9314661,
401.5569545,
400.6846214,
402.3370461,
400.4091492,
403.8376067,
402.4800357,
400.8081809,
401.7589444,
402.6455196,
402.2519182,
401.4663529,
402.0518235,
401.8559296,
404.4914738,
400.305359,
401.3004609,
401.0558377,
400.6843566,
403.4998308,
401.7611727,
402.5653838,
402.657797,
403.2313203,
401.2929203,
403.3096867,
400.2337876,
401.1578555,
402.3064215,
400.1203715,
401.858334,
401.4223517,
401.2257852,
404.4813398,
403.6728398,
402.5375105,
401.6587764,
402.3018659,
401.1161821,
401.9610655,
401.3649132,
400.823989,
402.8479212,
403.5440266,
403.5901405,
402.4908455,
402.5286131,
403.7614852,
403.1665253,
404.4877918,
402.0031148,
401.670088,
403.7070057,
403.9893727,
401.8850839,
401.4851814,
402.0702839,
402.6557199,
402.1403209,
402.4490829,
404.77891,
401.2564671,
400.6146102,
400.5202099,
403.643931,
401.665592,
402.4390495,
402.2505483,
400.8869561,
404.3098651,
401.9016581,
402.5552872,
402.5481292,
401.9277423,
402.9730519,
402.4771348,
401.4591628,
402.1257166,
402.3323939,
400.5774034,
404.4877855,
404.1401932,
402.4059347,
402.5161844,
401.440205,
403.2726825,
400.636515,
402.0876361,
400.7366187,
401.2715358,
402.0415671,
404.6702161,
402.8470406,
400.1916223,
401.8848683,
403.8567762,
401.1111037,
400.9955852,
401.6614852,
401.9450467,
402.8617526,
402.1086371,
401.9840225,
402.1947056,
402.9551402,
403.2868044,
404.4001094,
402.4804731,
403.1440617,
402.7857378,
401.2954947,
402.2843197,
403.0045308,
402.3829863,
402.1390745,
402.8121749,
403.5685174,
402.4543668,
402.8431057,
403.0006919,
403.4217299,
401.3195626,
402.5555034,
404.0415279,
402.6341284,
402.5195989,
402.8873552,
403.5511676,
401.5547773,
401.0829844,
402.0218123,
402.9416953,
400.2052921,
402.4767451,
401.999747,
402.4008928,
400.6206381,
402.893557,
401.4736633,
402.5803406,
402.4007313,
401.895874,
402.8368296,
400.1751273,
401.4190041,
403.795548,
403.1837776,
401.9250987,
400.8476736,
403.562816,
401.7842073,
400.5597321,
404.1573591,
401.2386332,
400.0465752,
401.1485648,
402.2527599,
402.098162,
402.0173395,
400.3888855,
402.5272322,
403.0467353,
402.7821087,
404.1818607,
402.8932667,
403.6406673,
403.7275948,
401.1346342,
404.3786671,
402.5797401,
403.1294318,
403.0329023,
401.4056702,
401.3602875,
404.714009,
402.4741382,
400.2973396,
403.7297062,
401.7340553,
402.6084792,
401.8331471,
402.6837385,
403.793975,
402.4550207,
402.4888587,
404.2019336,
403.6027538,
400.8284518,
402.5951077,
400.9973372,
401.5404684,
403.3772385,
402.7022848,
404.4189671,
401.3184855,
401.853103,
403.3736276,
403.1960555,
400.9835604,
404.9578303,
401.5921376,
402.0947544,
401.5510741,
400.7167961,
401.7030575,
403.2140252,
403.7322232,
404.594301,
401.9985547,
401.2399553,
402.9259511,
404.0703432,
402.2122582,
401.8014256,
402.4180652,
402.9625049,
404.9461594,
401.234405,
402.3450409,
402.8095546,
403.7681002,
400.9046868,
404.4698303,
401.7713353,
403.6718553,
402.8452313,
401.8995854,
402.766155,
402.068314,
402.0409439,
401.8269665,
401.4979412,
403.5208188,
402.7106751,
402.1494632,
402.1890347,
403.3936177,
402.0463395,
401.2210938,
402.5393683,
402.4273485,
402.2145331,
